gene	TMEI	TMEII	TMEIII	TMEIV
MAP1B	1.742160279	1.393728223	1.742160279	0.348432056
MAP2	3.832752613	3.484320557	2.43902439	1.045296167
MEFV	1.742160279	1.393728223	0.348432056	0
MICAL1	1.742160279	1.393728223	0.348432056	0.348432056
MUSK	1.742160279	1.393728223	1.393728223	0
MYH3	1.393728223	1.742160279	#N/A	#N/A
MYH9	1.742160279	2.090592334	1.045296167	0.696864111
MYO3A	2.090592334	2.43902439	1.742160279	1.393728223
MYO5A	1.742160279	1.393728223	0.696864111	0.348432056
MYT1L	1.742160279	1.393728223	0.696864111	0.348432056
NAV1	2.090592334	1.742160279	0.696864111	1.393728223
NCAM2	1.742160279	1.393728223	1.393728223	1.393728223
NELL1	1.393728223	1.742160279	#N/A	#N/A
NF1	-2.090592334	-2.090592334	-1.045296167	-0.696864111
NLRC5	1.742160279	1.393728223	1.045296167	0
NRG1	2.090592334	1.742160279	0.696864111	0.348432056
NRG3	1.742160279	1.393728223	1.742160279	0.348432056
NSD1	-1.742160279	-1.393728223	-1.045296167	-1.045296167
NTNG1	1.742160279	1.742160279	1.742160279	0.348432056
NUP210	2.090592334	1.742160279	1.742160279	0.696864111
NUP214	1.742160279	1.393728223	0.696864111	0.696864111
OSBPL6	1.742160279	1.393728223	1.045296167	0.696864111
PAPPA2	2.090592334	2.43902439	1.393728223	1.045296167
PC	1.742160279	1.742160279	0.696864111	0.348432056
PCDH18	2.090592334	2.090592334	1.393728223	1.045296167
PCDHA10	1.393728223	1.742160279	#N/A	#N/A
PDE10A	1.742160279	1.393728223	0.696864111	0
PDE3A	1.742160279	1.393728223	0.348432056	0.696864111
PDS5B	-1.393728223	-1.742160279	#N/A	#N/A
PIK3C2G	1.742160279	1.393728223	0.348432056	0.696864111
PLK1	2.090592334	1.742160279	0.696864111	0
PLXNA2	1.393728223	1.742160279	#N/A	#N/A
POLR1A	1.742160279	1.393728223	0.696864111	0.696864111
POTEE	1.742160279	1.393728223	0.348432056	0
PRRC2A	1.742160279	1.742160279	1.045296167	0.348432056
PRUNE2	1.742160279	2.090592334	1.393728223	1.742160279
PTPRZ1	2.090592334	1.742160279	1.045296167	1.393728223
RELN	3.484320557	3.832752613	2.787456446	1.045296167
RGPD4	1.393728223	1.742160279	#N/A	#N/A
ROBO2	1.742160279	2.090592334	2.43902439	0.348432056
RP1L1	1.393728223	1.742160279	1.742160279	#N/A
SACS	3.484320557	3.484320557	4.529616725	2.787456446
SBF1	2.090592334	1.742160279	2.090592334	0.696864111
SEC31B	1.742160279	1.393728223	0.348432056	0.696864111
SETBP1	2.090592334	1.742160279	1.045296167	1.393728223
SGIP1	1.393728223	1.742160279	#N/A	#N/A
SHPRH	1.742160279	1.393728223	1.742160279	0
SLC9C2	1.742160279	1.742160279	1.393728223	1.742160279
SLCO6A1	1.742160279	1.393728223	1.393728223	0.348432056
SLX4	1.393728223	1.742160279	1.742160279	#N/A
SMAD4	-3.484320557	-3.135888502	-1.045296167	-2.090592334
SORBS2	1.742160279	1.393728223	2.090592334	0.348432056
SORL1	2.090592334	1.742160279	1.393728223	0.696864111
SPHKAP	1.742160279	1.393728223	1.742160279	1.393728223
SPTBN5	1.742160279	1.393728223	2.090592334	1.045296167
SRRM2	2.090592334	1.742160279	1.393728223	1.045296167
SYNE1	7.665505226	7.317073171	5.923344948	4.87804878
SZT2	1.393728223	1.742160279	#N/A	#N/A
TEP1	1.742160279	1.393728223	1.393728223	1.045296167
TEX14	1.742160279	1.393728223	0.696864111	0
THSD7A	1.393728223	1.742160279	#N/A	#N/A
THSD7B	2.090592334	2.090592334	2.43902439	1.045296167
TIAM2	2.090592334	1.742160279	1.393728223	0
TMEM132D	2.43902439	2.43902439	2.090592334	0.348432056
TONSL	1.742160279	1.742160279	0.348432056	0.348432056
TRANK1	1.393728223	1.742160279	#N/A	#N/A
TRERF1	1.742160279	1.393728223	0.348432056	0.696864111
TRPC6	2.090592334	1.742160279	0.348432056	0
TTC3	1.742160279	1.393728223	0.348432056	0.696864111
UMODL1	1.742160279	1.393728223	0.696864111	0.696864111
UNC5D	1.742160279	1.742160279	1.045296167	0.696864111
USP34	2.090592334	1.742160279	2.43902439	1.742160279
WDR72	1.393728223	1.742160279	#N/A	#N/A
ZEB2	1.742160279	1.742160279	0.348432056	0
ZIC1	1.742160279	1.393728223	0.348432056	0
ZNF407	2.090592334	1.742160279	0.696864111	0.348432056
ZNF516	1.393728223	1.742160279	#N/A	#N/A
ZNF658	1.393728223	1.742160279	#N/A	#N/A
ZNF831	2.090592334	2.43902439	1.045296167	0.348432056
DCLK1	2.787456446	2.787456446	2.787456446	2.43902439
PCDH17	2.787456446	2.787456446	2.090592334	1.742160279
ROBO1	2.787456446	2.787456446	1.045296167	1.045296167
AASDH	0.348432056	#N/A	2.787456446	#N/A
COL8A1	0	#N/A	2.090592334	#N/A
TLN2	1.393728223	#N/A	4.181184669	#N/A
ZNF106	0.696864111	#N/A	3.135888502	#N/A
INADL	0.348432056	#N/A	2.43902439	#N/A
CLPB	0	#N/A	1.742160279	#N/A
KLF4	0	#N/A	1.742160279	#N/A
TIMM44	0	#N/A	1.742160279	#N/A
CNTNAP2	1.045296167	#N/A	3.135888502	2.43902439
ATP1A1	0.348432056	#N/A	2.090592334	#N/A
KANSL1	-0.348432056	#N/A	-2.090592334	#N/A
OR10K1	0.348432056	#N/A	2.090592334	#N/A
TUBE1	0.348432056	#N/A	2.090592334	#N/A
CDH12	1.045296167	#N/A	2.787456446	1.742160279
UBR4	1.045296167	#N/A	2.787456446	1.742160279
DMBT1	0.696864111	#N/A	2.43902439	#N/A
KNTC1	0.696864111	#N/A	2.43902439	#N/A
MBD6	0.696864111	#N/A	2.43902439	#N/A
ADARB1	0.348432056	#N/A	1.742160279	#N/A
ALPI	0.348432056	#N/A	1.742160279	#N/A
ARID4B	0.348432056	#N/A	1.742160279	#N/A
EIF3J	0.348432056	#N/A	1.742160279	#N/A
GABRA3	0.348432056	#N/A	1.742160279	#N/A
JSRP1	0.348432056	#N/A	1.742160279	#N/A
LENG1	0.348432056	#N/A	1.742160279	#N/A
LTBP2	0.348432056	#N/A	1.742160279	#N/A
MORC1	0.348432056	#N/A	1.742160279	#N/A
NOVA1	0.348432056	#N/A	1.742160279	#N/A
PTPN3	0.348432056	#N/A	1.742160279	#N/A
SLCO1C1	0.348432056	#N/A	1.742160279	#N/A
SPAG1	0.348432056	#N/A	1.742160279	#N/A
VTN	0.348432056	#N/A	1.742160279	#N/A
BICC1	0.696864111	#N/A	2.090592334	#N/A
CEP290	0.696864111	#N/A	2.090592334	#N/A
CHD2	0.696864111	#N/A	2.090592334	#N/A
GRM8	0.696864111	#N/A	2.090592334	#N/A
LAMC3	0.696864111	#N/A	2.090592334	#N/A
NRIP1	0.696864111	#N/A	2.090592334	#N/A
PCDHB6	0.696864111	#N/A	2.090592334	#N/A
RBM33	0.696864111	#N/A	2.090592334	#N/A
RHOBTB2	0.696864111	#N/A	2.090592334	#N/A
TICRR	0.696864111	#N/A	2.090592334	#N/A
TEX15	1.393728223	#N/A	2.787456446	#N/A
CDH2	1.045296167	#N/A	2.43902439	#N/A
DLG5	1.045296167	#N/A	2.43902439	#N/A
LAMB2	1.045296167	#N/A	2.43902439	#N/A
ATF7IP	-0.696864111	#N/A	-1.742160279	#N/A
CDC42BPG	0.696864111	#N/A	1.742160279	#N/A
CEP57	0.696864111	#N/A	1.742160279	#N/A
CRB2	-0.696864111	#N/A	-1.742160279	#N/A
DDI1	0.696864111	#N/A	1.742160279	#N/A
DENND2A	0.696864111	#N/A	1.742160279	#N/A
EYA4	0.696864111	#N/A	1.742160279	#N/A
GNPTAB	0.696864111	#N/A	1.742160279	#N/A
GPRASP1	0.696864111	#N/A	1.742160279	#N/A
HGFAC	0.696864111	#N/A	1.742160279	#N/A
HSPA4L	0.696864111	#N/A	1.742160279	#N/A
MYO9A	0.696864111	#N/A	1.742160279	#N/A
POU3F4	0.696864111	#N/A	1.742160279	#N/A
SV2C	0.696864111	#N/A	1.742160279	#N/A
VARS	0.696864111	#N/A	1.742160279	#N/A
XIRP1	0.696864111	#N/A	1.742160279	#N/A
ZNF227	0.696864111	#N/A	1.742160279	#N/A
AGAP1	1.393728223	#N/A	2.43902439	#N/A
KLHL4	1.393728223	#N/A	2.43902439	#N/A
MED23	1.393728223	#N/A	2.43902439	#N/A
SPG20	1.393728223	#N/A	2.43902439	#N/A
ATP9A	1.045296167	#N/A	2.090592334	#N/A
CDK5RAP2	1.045296167	#N/A	2.090592334	#N/A
CYLC1	1.045296167	#N/A	2.090592334	#N/A
F13A1	1.045296167	#N/A	2.090592334	#N/A
PRDM16	1.045296167	#N/A	2.090592334	#N/A
RTTN	1.045296167	#N/A	2.090592334	#N/A
SEMA3E	1.045296167	#N/A	2.090592334	#N/A
CD93	1.393728223	#N/A	2.090592334	#N/A
DENND3	1.393728223	#N/A	2.090592334	#N/A
FHDC1	1.393728223	#N/A	2.090592334	#N/A
FMOD	1.393728223	#N/A	2.090592334	#N/A
GRIA2	1.393728223	#N/A	2.090592334	#N/A
NOS3	1.393728223	#N/A	2.090592334	#N/A
NUMA1	1.393728223	#N/A	2.090592334	#N/A
PAPPA	1.393728223	#N/A	2.090592334	1.742160279
PCDHA1	1.393728223	#N/A	2.090592334	#N/A
SIPA1L3	1.393728223	#N/A	2.090592334	#N/A
CCDC18	1.045296167	#N/A	1.742160279	#N/A
CNBD1	1.045296167	#N/A	1.742160279	#N/A
COG5	1.045296167	#N/A	1.742160279	#N/A
CTR9	1.045296167	#N/A	1.742160279	#N/A
DOPEY2	1.045296167	#N/A	1.742160279	#N/A
HECTD1	1.045296167	#N/A	1.742160279	#N/A
KCNH5	1.045296167	#N/A	1.742160279	#N/A
KLHL14	1.045296167	#N/A	1.742160279	#N/A
NFE2L1	1.045296167	#N/A	1.742160279	#N/A
PHF20L1	1.045296167	#N/A	1.742160279	#N/A
PRG4	1.045296167	#N/A	1.742160279	#N/A
PRKD1	1.045296167	#N/A	1.742160279	#N/A
PTPRK	1.045296167	#N/A	1.742160279	#N/A
TRIM9	1.045296167	#N/A	1.742160279	#N/A
UNC13A	1.045296167	#N/A	1.742160279	#N/A
ZNF347	1.045296167	#N/A	1.742160279	#N/A
ZNF716	1.045296167	#N/A	1.742160279	#N/A
ABCB5	1.393728223	#N/A	1.742160279	#N/A
ADAD1	1.393728223	#N/A	1.742160279	#N/A
ADAMTS19	1.393728223	#N/A	1.742160279	#N/A
ADAMTSL1	1.393728223	#N/A	1.742160279	#N/A
ADCY10	1.393728223	#N/A	1.742160279	#N/A
ARHGAP39	1.393728223	#N/A	1.742160279	#N/A
C2CD3	1.393728223	#N/A	1.742160279	#N/A
CLMN	1.393728223	#N/A	1.742160279	#N/A
COL4A1	1.393728223	#N/A	1.742160279	#N/A
CUL9	1.393728223	#N/A	1.742160279	#N/A
F5	1.393728223	#N/A	1.742160279	#N/A
GLG1	1.393728223	#N/A	1.742160279	#N/A
GLIS3	1.393728223	#N/A	1.742160279	#N/A
GOLGA3	1.393728223	#N/A	1.742160279	#N/A
JMJD1C	1.393728223	#N/A	1.742160279	#N/A
LRRC37A3	1.393728223	#N/A	1.742160279	#N/A
MDC1	1.393728223	#N/A	1.742160279	#N/A
NLRP12	1.393728223	#N/A	1.742160279	#N/A
NUP205	1.393728223	#N/A	1.742160279	#N/A
PCDHA7	1.393728223	#N/A	1.742160279	#N/A
REST	1.393728223	#N/A	1.742160279	#N/A
SCLT1	1.393728223	#N/A	1.742160279	#N/A
SLC12A1	1.393728223	#N/A	1.742160279	1.742160279
STRN4	1.393728223	#N/A	1.742160279	#N/A
SYNPO	1.393728223	#N/A	1.742160279	#N/A
THOC2	1.393728223	#N/A	1.742160279	#N/A
TLE1	-1.393728223	#N/A	-1.742160279	#N/A
ZBTB38	1.393728223	#N/A	1.742160279	#N/A
EGFR	0	0	0	1.742160279
KHDRBS2	0.696864111	#N/A	#N/A	2.43902439
IL1R2	0.348432056	#N/A	#N/A	1.742160279
MAGEB3	0.696864111	#N/A	#N/A	2.090592334
NLRP2	0.696864111	#N/A	#N/A	2.090592334
TRO	0.696864111	#N/A	#N/A	2.090592334
PCDHB15	0.696864111	#N/A	#N/A	1.742160279
PDE2A	0.696864111	#N/A	#N/A	1.742160279
SETD5	0.696864111	#N/A	#N/A	1.742160279
STAG1	0.696864111	#N/A	#N/A	1.742160279
ASTN1	1.045296167	#N/A	#N/A	2.090592334
GPC6	1.393728223	#N/A	#N/A	2.090592334
IMPG2	1.393728223	#N/A	#N/A	2.090592334
PCDHB7	1.393728223	#N/A	#N/A	2.090592334
ABCG1	1.045296167	#N/A	#N/A	1.742160279
KIAA1024	1.045296167	#N/A	#N/A	1.742160279
LRFN5	1.045296167	#N/A	#N/A	1.742160279
TRIM51	1.045296167	#N/A	#N/A	1.742160279
TTLL5	1.045296167	#N/A	#N/A	1.742160279
VARS2	1.045296167	#N/A	#N/A	1.742160279
ABCA1	1.393728223	#N/A	#N/A	1.742160279
FRMPD3	1.393728223	#N/A	#N/A	1.742160279
HDAC4	1.393728223	#N/A	#N/A	1.742160279
NUP188	1.393728223	#N/A	#N/A	1.742160279
PCDHB11	1.393728223	#N/A	#N/A	1.742160279
RALGAPA1	1.393728223	#N/A	#N/A	1.742160279
SEMA3A	1.393728223	#N/A	#N/A	1.742160279
SPATA31D1	1.393728223	#N/A	#N/A	1.742160279
TCF20	1.393728223	#N/A	#N/A	1.742160279
USP9X	-1.393728223	#N/A	#N/A	-1.742160279
